assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
12416878,60837,Lates microlepis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LATIDAE,Lates,microlepis,,,,"Boulenger, 1898",Endangered,A2bcd,3.1,Decreasing,"Global, Eastern Africa & Pan-Africa"
12416974,60838,Cobitis punctilineata,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Cobitis,punctilineata,,,,"Economidis &amp; Nalbant, 1996",Vulnerable,D2,3.1,Unknown,Global & Europe
12417072,60839,Lates stappersii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LATIDAE,Lates,stappersii,,,,"(Boulenger, 1914)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12417201,6084,Ophthalmolebias constanciae,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Ophthalmolebias,constanciae,,,,"Myers, 1942",Vulnerable,B1+2ac+3bd,2.3,,Global
12417481,60841,Haplochromis desfontainii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Haplochromis,desfontainii,,,,"(Lacepède, 1802)",Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Unknown,"Global, Northern Africa & Pan-Africa"
12417668,60842,Nemacheilus pantheroides,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Nemacheilus,pantheroides,,,,"(Goren &amp; Nalbant, 1982)",Endangered,"A2a; B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
12419074,60857,Squalius torgalensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,torgalensis,,,,"(Coelho, Bogutskaya, Rodrigues &amp; Collares-Pereira, 1998)",Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global & Europe
12422631,60913,Eclectochromis ornatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Eclectochromis,ornatus,,,,"(Regan, 1922)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12422781,60914,Eclectochromis lobochilus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Eclectochromis,lobochilus,,,,"(Trewavas, 1935)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12439663,61186,Varicorhinus angorae,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Varicorhinus,angorae,,,,"Hankó, 1925",Data Deficient,,3.1,Decreasing,Global
12439974,61188,Rutilus prespensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Rutilus,prespensis,,,,"(Karaman, 1924)",Vulnerable,D2,3.1,Stable,Global & Europe
12440462,61189,Haplochromis piceatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Haplochromis,piceatus,,,,"Greenwood &amp; Gee, 1969",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12440688,61190,Salmo pallaryi,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Salmo,pallaryi,,,,"Pellegrin, 1924",Extinct,,3.1,,"Global, Northern Africa & Pan-Africa"
12441274,61193,Pelasgus minutus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Pelasgus,minutus,,,,"(Karaman, 1924)",Data Deficient,,3.1,Unknown,Global & Europe
12446014,61264,Kneria ruaha,ANIMALIA,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,KNERIIDAE,Kneria,ruaha,,,,"Seegers, 1995",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12446719,61267,Parakneria tanzaniae,ANIMALIA,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,KNERIIDAE,Parakneria,tanzaniae,,,,"Poll, 1984",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12447665,61280,Labeo percivali,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Labeo,percivali,,,,"Boulenger, 1912",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12447744,61206,Synodontis rufigiensis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Synodontis,rufigiensis,,,,"Bailey, 1968",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12448465,61210,Haplochromis sp. nov. 'Amboseli',ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Haplochromis,sp. nov. 'Amboseli',,,,,Critically Endangered,"B1ab(i,ii,iii)",3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12448550,61285,Aplocheilichthys omoculatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Aplocheilichthys,omoculatus,,,,"Wildekamp, 1977",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12448917,61212,Aplocheilichthys kongoranensis,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Aplocheilichthys,kongoranensis,,,,"(Ahl, 1924)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12449678,61214,Scardinius acarnanicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Scardinius,acarnanicus,,,,"Economidis, 1991",Near Threatened,,3.1,Unknown,Global & Europe
12449785,61289,Synodontis manni,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Synodontis,manni,,,,"De Vos, 2001",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12449851,61215,Haplochromis katavi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Haplochromis,katavi,,,,"Seegers, 1996",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12449916,61290,Cobitis arachthosensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Cobitis,arachthosensis,,,,"Economidis &amp; Nalbant, 1996",Endangered,B1ab(iii),3.1,Unknown,Global & Europe
12450109,61291,Oreochromis ndalalani,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Oreochromis,ndalalani,,,,"Seegers &amp; Tichy, 1999",Vulnerable,D2,3.1,Unknown,Global
12450171,61217,Scardinius scardafa,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Scardinius,scardafa,,,,"(Bonaparte, 1837)",Critically Endangered,A3e,3.1,Unknown,Global & Europe
12450253,61292,Mormyrus tenuirostris,ANIMALIA,CHORDATA,OSTEOGLOSSIFORMES,ACTINOPTERYGII,MORMYRIDAE,Mormyrus,tenuirostris,,,,"Peters, 1882",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12450494,61219,Synodontis fuelleborni,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Synodontis,fuelleborni,,,,"Hilgendorf &amp; Pappenheim, 1903",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12450869,61222,Parailia somalensis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,SCHILBEIDAE,Parailia,somalensis,,,,"(Vinciguerra, 1897)",Data Deficient,,3.1,Unknown,Global & Pan-Africa
12451051,61223,Cobitis narentana,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Cobitis,narentana,,,,"Karaman, 1928",Vulnerable,D2,3.1,Unknown,Global & Europe
12451162,61298,Rhabdalestes tangensis,ANIMALIA,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,ALESTIDAE,Rhabdalestes,tangensis,,,,"(Lönnberg, 1907)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12451345,61299,Chiloglanis sp. nov. 'Kerio',ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Chiloglanis,sp. nov. 'Kerio',,,,,Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12451418,61225,Aplocheilichthys sp. nov. 'Naivasha',ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Aplocheilichthys,sp. nov. 'Naivasha',,,,,Extinct,,3.1,,"Global, Eastern Africa & Pan-Africa"
12451600,61228,Chiloglanis mbozi,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Chiloglanis,mbozi,,,,"Seegers, 1996",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12451755,61230,Chondrostoma vardarense,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Chondrostoma,vardarense,,,,"Karaman, 1928",Near Threatened,,3.1,Decreasing,Global & Europe
12451866,61231,Salmo peristericus,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Salmo,peristericus,,,,"Karaman, 1938",Endangered,B1ab(iii)+2ab(iii),3.1,Stable,Global & Europe
12452169,61234,Mormyrus hildebrandti,ANIMALIA,CHORDATA,OSTEOGLOSSIFORMES,ACTINOPTERYGII,MORMYRIDAE,Mormyrus,hildebrandti,,,,"Peters, 1882",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12452237,61235,Apricaphanius baeticus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,APHANIIDAE,Apricaphanius,baeticus,,,,"(Doadrio, Carmona &amp; Fernández-Delgado, 2002)",Endangered,A2ce,3.1,Decreasing,Global & Europe
12452368,61236,Atopochilus vogti,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Atopochilus,vogti,,,,"Pellegrin, 1922",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12452609,61240,Neobola stellae,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Neobola,stellae,,,,"(Worthington, 1932)",Least Concern,,3.1,Stable,"Global, Eastern Africa & Pan-Africa"
12452672,61241,Kneria rukwaensis,ANIMALIA,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,KNERIIDAE,Kneria,rukwaensis,,,,"Seegers, 1995",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12452794,61242,Alestes stuhlmannii,ANIMALIA,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,ALESTIDAE,Alestes,stuhlmannii,,,,"Pfeffer, 1896",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12453057,61244,Barbatula eregliensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Barbatula,eregliensis,,,,(Bănărescu &amp; Nalbant 1978),Critically Endangered,B1ab(iii),3.1,Decreasing,Global
12453214,61246,Parakneria spekii,ANIMALIA,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,KNERIIDAE,Parakneria,spekii,,,,"(Günther, 1868)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12454554,61253,Salmo macrostigma,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Salmo,macrostigma,,,,(Duméril 1858),Data Deficient,,3.1,Unknown,"Global, Northern Africa & Pan-Africa"
12454831,61256,Pelasgus epiroticus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Pelasgus,epiroticus,,,,"(Steindachner, 1895)",Critically Endangered,A2be; B1ab(v),3.1,Unknown,Global & Europe
12455081,61258,Bagrus urostigma,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,BAGRIDAE,Bagrus,urostigma,,,,"Vinciguerra, 1895",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12455146,61259,Pelasgus prespensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Pelasgus,prespensis,,,,"(Karaman, 1924)",Endangered,"B1ab(iii,iv,v)+2ab(iii,iv,v)",3.1,Decreasing,Global & Europe
12455457,61261,Squalius carolitertii,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,carolitertii,,,,"(Doadrio, 1988)",Least Concern,,3.1,Unknown,Global & Europe
12456238,61270,Mastacembelus moorii,ANIMALIA,CHORDATA,SYNBRANCHIFORMES,ACTINOPTERYGII,MASTACEMBELIDAE,Mastacembelus,moorii,,,,"Boulenger, 1898",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12456339,61271,Varicorhinus leleupanus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Varicorhinus,leleupanus,,,,"Matthes, 1959",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12456409,61272,Mesobola spinifer,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Mesobola,spinifer,,,,"(Bailey &amp; Matthes, 1971)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12457269,61300,Kneria uluguru,ANIMALIA,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,KNERIIDAE,Kneria,uluguru,,,,"Seegers, 1995",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12457331,61374,Pelasgus laconicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Pelasgus,laconicus,,,,"(Kottelat &amp; Barbieri, 2004)",Critically Endangered,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global & Europe
12457628,61302,Synodontis zanzibaricus,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,MOCHOKIDAE,Synodontis,zanzibaricus,,,,"Peters, 1868",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12457697,61375,Salmo balcanicus,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Salmo,balcanicus,,,,"(Karaman, 1927)",Data Deficient,,3.1,Unknown,Global & Europe
12457868,61377,Telestes montenigrinus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,montenigrinus,,,,"(Vukovic, 1963)",Least Concern,,3.1,Unknown,Global & Europe
12457974,61304,Labeo trigliceps,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Labeo,trigliceps,,,,"Pellegrin, 1926",Vulnerable,D2,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12458053,61378,Romanogobio elimeius,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Romanogobio,elimeius,,,,"(Kattoulas, Stephanidis &amp; Economidis, 1973)",Least Concern,,3.1,Unknown,Global & Europe
12458306,61305,Micralestes vittatus,ANIMALIA,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,ALESTIDAE,Micralestes,vittatus,,,,"(Boulenger, 1917)",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12458367,61388,Oxynoemacheilus pindus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Oxynoemacheilus,pindus,,,,"(Economidis, 2005)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global & Europe
12458554,61389,Telestes muticellus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,muticellus,,,,"(Bonaparte, 1837)",Least Concern,,3.1,Unknown,Global & Europe
12458725,61307,Labeo lineatus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Labeo,lineatus,,,,"Boulenger, 1898",Least Concern,,3.1,Unknown,"Global, Central Africa & Pan-Africa"
12459046,61308,Acapoeta tanganicae,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Acapoeta,tanganicae,,,,"(Boulenger, 1900)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa"
12460004,61391,Alburnus belvica,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Alburnus,belvica,,,,"Karaman, 1924",Vulnerable,D2,3.1,Stable,Global & Europe
12460247,61392,Squalius microlepis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,microlepis,,,,"Heckel, 1843",Endangered,"B2ab(ii,iii)",3.1,Unknown,Global & Europe
12460473,61393,Alosa vistonica,ANIMALIA,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,CLUPEIDAE,Alosa,vistonica,,,,"Economidis &amp; Sinis, 1986",Critically Endangered,"A2ace; B1ab(iii,v)",3.1,Unknown,Global & Europe
12460599,61312,Telestes fontinalis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,fontinalis,,,,"(Karaman, 1972)",Critically Endangered,"B1ab(i,ii,iv)+2ab(i,ii,iv)",3.1,Decreasing,Global & Europe
12460739,61394,Telestes ukliva,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,ukliva,,,,"(Heckel, 1843)",Extinct,,3.1,,Global & Europe
12461180,61395,Petroleuciscus borysthenicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Petroleuciscus,borysthenicus,,,,"(Kessler, 1859)",Least Concern,,3.1,Unknown,Global
12461687,61315,Bythiospeum bourguignati,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,MOITESSIERIIDAE,Bythiospeum,bourguignati,,,,"(Paladilhe, 1866)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
12461824,61397,Telestes souffia,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,souffia,,,,"(Risso, 1827)",Least Concern,,3.1,Unknown,Global & Europe
12462795,61333,Hucho perryi,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Hucho,perryi,,,,"(Brevoort, 1856)",Critically Endangered,A4abcd,3.1,Decreasing,Global
12463382,61335,Choerodon azurio,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Choerodon,azurio,,,,"(Jordan &amp; Snyder, 1901)",Data Deficient,,3.1,Unknown,Global
12464899,61340,Semicossyphus pulcher,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Semicossyphus,pulcher,,,,"(Ayres, 1854)",Vulnerable,A2bd,3.1,Decreasing,Global
12465192,61342,Squalius aradensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,aradensis,,,,"(Coelho, Bogutskaya, Rodrigues &amp; Collares-Pereira, 1998)",Vulnerable,"B2ab(iii,v)",3.1,Unknown,Global & Europe
12465317,61343,Romanogobio benacensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Romanogobio,benacensis,,,,"(Pollini, 1816)",Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global & Europe
12465545,61345,Chondrostoma scodrense,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Chondrostoma,scodrense,,,,"Elvira, 1987",Extinct,,3.1,,Global & Europe
12465656,61346,Squalius svallize,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,svallize,,,,"Heckel &amp; Kner, 1858",Vulnerable,D2,3.1,Unknown,Global & Europe
12465793,61347,Oxynoemacheilus simavicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Oxynoemacheilus,simavicus,,,,"(Balik &amp; Bănărescu, 1978)",Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
12466288,61350,Aulopyge huegelii,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Aulopyge,huegelii,,,,"Heckel, 1843",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global & Europe
12466515,61351,Telestes turskyi,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,turskyi,,,,"(Heckel, 1843)",Critically Endangered,B1ab(ii)+2ab(ii),3.1,Unknown,Global & Europe
12466655,61352,Barbatula tschaiyssuensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Barbatula,tschaiyssuensis,,,,"(Bănărescu &amp; Nalbant, 1964)",Endangered,B1ab(iii),3.1,Decreasing,Global
12466764,61353,Salaria economidisi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Salaria,economidisi,,,,"Kottelat, 2004",Critically Endangered,"B1ab(i,ii,iii)",3.1,Unknown,Global & Europe
12466884,61354,Squalius peloponensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,peloponensis,,,,"(Valenciennes, 1844)",Least Concern,,3.1,Stable,Global & Europe
12467095,61355,Pseudophoxinus punicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Pseudophoxinus,punicus,,,,"(Pellegrin, 1920)",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,"Global, Northern Africa & Pan-Africa"
12467912,61361,Salmo macedonicus,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Salmo,macedonicus,,,,"(Karaman, 1924)",Data Deficient,,3.1,Unknown,Global & Europe
12468110,61363,Parachondrostoma arrigonis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Parachondrostoma,arrigonis,,,,"(Steindachner, 1866)",Critically Endangered,"A2ace; B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global & Europe
12468319,61364,Cobitis bilineata,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Cobitis,bilineata,,,,"Canestrini, 1865",Least Concern,,3.1,Stable,Global & Europe
12468486,61365,Tristramella magdelainae,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Tristramella,magdelainae,,,,"(Lortet, 1883)",Extinct,,3.1,,Global
12468721,61368,Nemacheilus jordanicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Nemacheilus,jordanicus,,,,"(Bănărescu &amp; Nalbant, 1966)",Endangered,A2c,3.1,Decreasing,Global
12469314,61379,Telestes polylepis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Telestes,polylepis,,,,"Steindachner, 1866",Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Unknown,Global & Europe
12469494,61380,Barbus macedonicus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Barbus,macedonicus,,,,"Karaman, 1928",Data Deficient,,3.1,Unknown,Global & Europe
12469652,61381,Squalius illyricus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Squalius,illyricus,,,,"Heckel &amp; Kner, 1858",Near Threatened,,3.1,Unknown,Global & Europe
12469872,61383,Nemacheilus sp. nov.,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Nemacheilus,sp. nov.,,,,,Endangered,"B2ac(i,ii,iv)",3.1,Unknown,Global
12469960,61384,Ladigesocypris mermere,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Ladigesocypris,mermere,,,,"(Ladiges, 1960)",Data Deficient,,3.1,Unknown,Global
12470068,61385,Rutilus karamani,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Rutilus,karamani,,,,"Fowler, 1977",Least Concern,,3.1,Unknown,Global & Europe
12470495,61456,Acanthodactylus erythrurus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Acanthodactylus,erythrurus,,,,"(Schinz, 1833)",Least Concern,,3.1,Stable,Global
12471115,61459,Acanthodactylus mechriguensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Acanthodactylus,mechriguensis,,,,"Nouira &amp; Blanc, 1999",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
12471327,61458,Acanthodactylus maculatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Acanthodactylus,maculatus,,,,"(Gray, 1838)",Least Concern,,3.1,Unknown,Global
12471786,61460,Acanthodactylus pardalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Acanthodactylus,pardalis,,,,"(Lichtenstein, 1823)",Vulnerable,"A2c; B1ab(i,ii,iii)",3.1,Decreasing,Global
12472055,61470,Blanus mettetali,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BLANIDAE,Blanus,mettetali,,,,"Bons, 1963",Least Concern,,3.1,Unknown,Global
12472331,61471,Blanus tingitanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BLANIDAE,Blanus,tingitanus,,,,"Busack, 1988",Least Concern,,3.1,Unknown,Global
12472701,61472,Chalcides bedriagai,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,bedriagai,,,,"(Boscá, 1880)",Near Threatened,,3.1,Decreasing,Global & Europe
12473373,61473,Chalcides chalcides,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,chalcides,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
12473706,61408,Rostroraja alba,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Rostroraja,alba,,,,"(Lacepède, 1803)",Endangered,A2cd+4cd,3.1,Decreasing,Global
12474024,61474,Chalcides colosii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,colosii,,,,"Lanza, 1957",Least Concern,,3.1,Decreasing,Global
12474421,61475,Chalcides ebneri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,ebneri,,,,"Werner, 1931",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
12474629,61476,Chalcides guentheri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,guentheri,,,,"Boulenger, 1887",Vulnerable,B1ab(iii),3.1,Decreasing,Global
