order,genus_species,maturity_d,interbirth_d,longevity_m,litter_size_ind
Rodentia,Gerbillus_cheesmani,,,,8.0
Rodentia,Gerbillus_dongolanus,,,,
Rodentia,Gerbillus_dunni,,,,
Rodentia,Gerbillus_famulus,,,,
Rodentia,Gerbillus_floweri,,,,
Rodentia,Gerbillus_garamantis,,,,
Cetacea,Eschrichtius_robustus,3189.25,638.75,924.0,1.0
Cetacea,Eubalaena_australis,,1213.62,,
Cetacea,Eubalaena_glacialis,3781.99,1460.0,,1.0
Cetacea,Eubalaena_japonica,,,,
Rodentia,Euchoreutes_naso,,,,
Chiroptera,Euderma_maculatum,,,,1.0
Chiroptera,Eudiscopus_denticulus,,,,
Artiodactyla,Eudorcas_rufifrons,,,162.0,1.0
Chiroptera,Eumops_auripendulus,,,,0.98
Chiroptera,Eumops_bonariensis,,,,0.99
Chiroptera,Eumops_dabbenei,,,,
Chiroptera,Eumops_glaucinus,,,,1.04
Chiroptera,Eumops_hansae,,,,
Chiroptera,Eumops_maurus,,,,
Rodentia,Exilisciurus_exilis,,,,2.46
Rodentia,Exilisciurus_whiteheadi,,,,1.94
Chiroptera,Falsistrellus_affinis,,,,
Chiroptera,Falsistrellus_mackenziei,,,,
Chiroptera,Falsistrellus_mordax,,,,
Chiroptera,Falsistrellus_petersi,,,,
Chiroptera,Falsistrellus_tasmaniensis,,,,
Carnivora,Felis_bieti,,,,
Carnivora,Felis_catus,296.98,,408.0,
Carnivora,Felis_chaus,383.18,130.01,144.0,2.94
Carnivora,Felis_manul,,,,4.83
Carnivora,Felis_margarita,,197.7,,4.12
Carnivora,Felis_nigripes,284.58,228.12,144.0,1.78
Rodentia,Graphiurus_ocularis,,56.0,,4.99
Rodentia,Graphiurus_platyops,,,,5.17
Rodentia,Graphiurus_rupicola,,,,
Rodentia,Graphiurus_surdus,,,,4.99
Carnivora,Gulo_gulo,756.6,821.25,216.0,2.84
Diprotodontia,Gymnobelideus_leadbeateri,481.03,183.0,132.0,1.54
Rodentia,Gymnuromys_roberti,,,,1.94
Rodentia,Habromys_chinanteco,,,,
Rodentia,Habromys_delicatulus,,,,
Rodentia,Habromys_ixtlani,,,,
Rodentia,Habromys_lepturus,,,,1.9
Rodentia,Habromys_lophurus,,,,
Rodentia,Habromys_simulatus,,,,
Rodentia,Hadromys_humei,,,,
Rodentia,Hadromys_yunnanensis,,,,
Rodentia,Haeromys_margarettae,,,,
Rodentia,Haeromys_minahassae,,,,
Rodentia,Haeromys_pusillus,,,,
Carnivora,Halichoerus_grypus,1770.72,365.0,560.07,0.96
Rodentia,Handleyomys_fuscatus,,,,
Rodentia,Handleyomys_intectus,,,,
Primates,Hapalemur_alaotrensis,,,,
Primates,Hapalemur_aureus,,365.0,,1.01
Primates,Hapalemur_griseus,1003.17,334.58,205.2,1.5
Primates,Hapalemur_occidentalis,,,,
Rodentia,Hapalomys_delacouri,,,,
Rodentia,Hapalomys_longicaudatus,,,,
Chiroptera,Haplonycteris_fischeri,192.91,,120.0,1.0
Chiroptera,Harpiocephalus_harpia,,,,
Chiroptera,Harpiocephalus_mordax,,,,
Chiroptera,Harpyionycteris_celebensis,,,,0.98
Chiroptera,Harpyionycteris_whiteheadi,,,,1.0
Rodentia,Heimyscus_fumosus,,,,
Carnivora,Helarctos_malayanus,,,297.6,1.1
Rodentia,Heliophobius_argenteocinereus,,,37.2,2.46
Carnivora,Herpestes_fuscus,,,,
Carnivora,Herpestes_ichneumon,729.99,365.0,240.0,3.0
Carnivora,Herpestes_javanicus,166.84,152.08,120.0,2.21
Carnivora,Herpestes_naso,,,,
Carnivora,Herpestes_semitorquatus,,,,
Carnivora,Herpestes_smithii,,,,2.5
Carnivora,Herpestes_urva,,,160.0,3.0
Carnivora,Felis_silvestris,350.76,148.25,336.0,3.59
Rodentia,Felovia_vae,,,,1.0
Cetacea,Feresa_attenuata,,,,1.0
Soricomorpha,Feroculus_feroculus,,,,
Carnivora,Fossa_fossana,533.97,365.0,132.0,1.0
Rodentia,Funambulus_layardi,,,,2.43
Rodentia,Funambulus_palmarum,,,,2.62
Rodentia,Funambulus_pennantii,250.22,152.08,,2.95
Rodentia,Funambulus_sublineatus,,,,2.0
Rodentia,Funambulus_tristriatus,,,,2.64
Rodentia,Funisciurus_anerythrus,,,,1.32
Rodentia,Funisciurus_bayonii,,,,
Rodentia,Funisciurus_carruthersi,,,,
Rodentia,Funisciurus_congicus,,60.0,114.0,2.44
Rodentia,Funisciurus_isabella,,,,0.98
Rodentia,Funisciurus_lemniscatus,,,,1.8
Rodentia,Funisciurus_leucogenys,,,,0.97
Rodentia,Funisciurus_pyrropus,,,,1.26
Rodentia,Funisciurus_substriatus,,,,
Chiroptera,Furipterus_horrens,,,,1.0
Primates,Galago_alleni,283.18,365.0,144.0,1.29
Primates,Galago_cameronensis,,,,
Primates,Galago_demidoff,345.24,365.0,168.0,1.29
Primates,Galago_gabonensis,,,,
Primates,Galago_gallarum,,,,
Primates,Galago_granti,,,,
Primates,Galago_matschiei,,,,0.99
Primates,Galago_moholi,420.91,182.5,198.0,1.6
Primates,Galago_nyasae,,,,
Primates,Galago_orinus,,,,
Primates,Galago_rondoensis,,,,
Primates,Galago_senegalensis,330.37,219.0,204.0,1.5
Rodentia,Gerbillus_henleyi,,,,4.0
Rodentia,Gerbillus_hesperinus,,,,
Rodentia,Gerbillus_hoogstraali,,,,
Rodentia,Gerbillus_latastei,,,,4.86
Rodentia,Gerbillus_mauritaniae,,,,
Rodentia,Gerbillus_mesopotamiae,,,,
Rodentia,Gerbillus_muriculus,,,,
Rodentia,Gerbillus_nancillus,,,,
Rodentia,Gerbillus_nanus,,,,3.16
Rodentia,Gerbillus_nigeriae,,,,
Rodentia,Gerbillus_occiduus,,,,
Rodentia,Gerbillus_perpallidus,,,,4.65
Rodentia,Gerbillus_poecilops,,,,
Rodentia,Gerbillus_principulus,,,,
Rodentia,Gerbillus_pulvinatus,,,,
Rodentia,Gerbillus_pusillus,,,,
Rodentia,Gerbillus_pyramidum,78.15,,98.4,3.3
Rodentia,Gerbillus_rosalinda,,,,
Rodentia,Gerbillus_syrticus,,,,
Rodentia,Gerbillus_tarabuli,,,,
Rodentia,Gerbillus_vivax,,,,
Rodentia,Gerbillus_watersi,,,,
Artiodactyla,Giraffa_camelopardalis,1633.59,608.33,435.6,1.29
Rodentia,Glaucomys_sabrinus,335.63,,156.0,3.0
Rodentia,Glaucomys_volans,335.63,116.75,144.0,3.13
Chiroptera,Glauconycteris_alboguttata,,,,
Chiroptera,Glauconycteris_argentata,,,,
Chiroptera,Glauconycteris_beatrix,,,,
Chiroptera,Glauconycteris_curryae,,,,
Chiroptera,Glauconycteris_egeria,,,,
Chiroptera,Glauconycteris_gleni,,,,
Chiroptera,Glauconycteris_humeralis,,,,
Chiroptera,Glauconycteris_kenyacola,,,,
Chiroptera,Glauconycteris_machadoi,,,,
Chiroptera,Glauconycteris_poensis,,,,
Chiroptera,Glauconycteris_superba,,,,
Chiroptera,Glauconycteris_variegata,,,,1.12
Didelphimorphia,Glironia_venusta,,,,
Rodentia,Glirulus_japonicus,145.02,,,4.0
Rodentia,Glis_glis,339.31,,108.0,5.17
Chiroptera,Glischropus_javanus,,,,
Chiroptera,Glischropus_tylopus,,,,1.0
Cetacea,Globicephala_macrorhynchus,3788.23,,756.0,0.97
Cetacea,Globicephala_melas,3458.66,,540.0,1.0
Chiroptera,Glossophaga_commissarisi,,,,0.98
Chiroptera,Glossophaga_leachii,,,,0.98
Chiroptera,Glossophaga_longirostris,,,,0.98
Chiroptera,Glossophaga_morenoi,,,,1.0
Chiroptera,Glossophaga_soricina,,,120.0,1.0
Chiroptera,Glyphonycteris_behnii,,,,
Chiroptera,Glyphonycteris_daviesi,,,,0.98
Chiroptera,Glyphonycteris_sylvestris,,,,
Rodentia,Glyphotes_simus,,,,
Rodentia,Golunda_ellioti,,,,4.83
Primates,Gorilla_beringei,,,,
Primates,Gorilla_gorilla,3353.12,1430.8,648.0,1.05
Didelphimorphia,Gracilinanus_aceramarcae,,,,
Didelphimorphia,Gracilinanus_agilis,,,,12.0
Didelphimorphia,Gracilinanus_agricolai,,,,
Didelphimorphia,Gracilinanus_dryas,,,,
Didelphimorphia,Gracilinanus_emiliae,,,,
Didelphimorphia,Gracilinanus_formosus,,,,
Didelphimorphia,Gracilinanus_ignitus,,,,
Didelphimorphia,Gracilinanus_marica,,,,5.99
Rodentia,Grammomys_gigas,,,,
Rodentia,Grammomys_ibeanus,,,,
Rodentia,Grammomys_kuru,,,,
Rodentia,Grammomys_macmillani,,,,
Rodentia,Grammomys_minnae,,,,
Rodentia,Grammomys_poensis,120.0,,,1.97
Cetacea,Grampus_griseus,,,240.0,0.97
Rodentia,Graomys_centralis,,,,
Rodentia,Graomys_domorum,,,,
Rodentia,Graomys_edithae,,,,
Rodentia,Graomys_griseoflavus,,,,6.97
Rodentia,Graphiurus_angolensis,,,,
Rodentia,Graphiurus_christyi,,,,4.99
Rodentia,Graphiurus_crassicaudatus,,,,3.16
Rodentia,Graphiurus_johnstoni,,,,
Rodentia,Graphiurus_kelleni,,,,4.41
Rodentia,Graphiurus_lorraineus,,,,4.99
Rodentia,Graphiurus_microtis,,,,
Rodentia,Graphiurus_monardi,,,,
Rodentia,Graphiurus_murinus,,,69.6,3.0
Rodentia,Graphiurus_nagtglasii,,,,3.11
Didelphimorphia,Gracilinanus_microtarsus,,,,
Rodentia,Grammomys_aridulus,,,,
Rodentia,Grammomys_buntingi,,,,
Rodentia,Grammomys_caniceps,,,,
Rodentia,Grammomys_cometes,,,,2.9
Rodentia,Grammomys_dolichurus,83.05,38.0,52.8,3.11
Rodentia,Isthmomys_flavidus,,,,
Rodentia,Isthmomys_pirrensis,,,,2.43
Rodentia,Jaculus_blanfordi,,,,3.88
Rodentia,Jaculus_jaculus,240.52,91.25,72.0,3.24
Rodentia,Jaculus_orientalis,,,,2.41
Rodentia,Juliomys_pictipes,,,,
Rodentia,Juliomys_rimofrons,,,,
Rodentia,Juscelinomys_candango,,,,
Rodentia,Juscelinomys_guaporensis,,,,
Rodentia,Juscelinomys_huanchacae,,,,
Rodentia,Kadarsanomys_sodyi,,,,4.0
Rodentia,Kannabateomys_amblyonyx,,,19.2,1.0
Chiroptera,Kerivoula_africana,,,,
Chiroptera,Kerivoula_agnella,,,,
Chiroptera,Kerivoula_argentata,,,,
Chiroptera,Kerivoula_cuprosa,,,,0.98
Rodentia,Grammomys_dryas,,,,
Rodentia,Heliosciurus_gambianus,,,,2.91
Rodentia,Heliosciurus_mutabilis,,,,
Rodentia,Heliosciurus_punctatus,,,,
Rodentia,Heliosciurus_rufobrachium,,,106.8,2.0
Rodentia,Heliosciurus_ruwenzorii,,,,2.91
Rodentia,Heliosciurus_undulatus,,,,
Carnivora,Helogale_hirtula,,,,
Carnivora,Helogale_parvula,423.04,141.94,131.0,3.49
Diprotodontia,Hemibelideus_lemuroides,,365.0,48.0,1.0
Afrosoricida,Hemicentetes_nigriceps,61.87,,31.2,2.84
Afrosoricida,Hemicentetes_semispinosus,48.57,,32.4,5.32
Erinaceomorpha,Hemiechinus_auritus,,,81.6,3.74
Erinaceomorpha,Hemiechinus_collaris,,,,3.87
Carnivora,Hemigalus_derbyanus,,,144.0,1.73
Artiodactyla,Hemitragus_hylocrius,,237.25,207.0,1.41
Artiodactyla,Hemitragus_jayakari,,,168.0,1.0
Artiodactyla,Hemitragus_jemlahicus,1532.89,365.0,261.6,1.01
Carnivora,Herpestes_brachyurus,,,,3.49
Carnivora,Herpestes_edwardsi,311.36,109.5,,2.0
Rodentia,Heteropsomys_antillensis,,,,
Rodentia,Heteropsomys_insulans,,,,
Artiodactyla,Hexaprotodon_liberiensis,1510.3,,525.6,1.0
Rodentia,Hexolobodon_phenax,,,,
Artiodactyla,Hippocamelus_antisensis,,,127.2,1.0
Artiodactyla,Hippocamelus_bisulcus,,,,1.0
Artiodactyla,Hippopotamus_amphibius,2030.0,696.54,654.0,1.0
Chiroptera,Hipposideros_abae,,,,1.5
Chiroptera,Hipposideros_armiger,,,,
Chiroptera,Hipposideros_ater,326.81,,,0.99
Chiroptera,Hipposideros_beatus,,,,
Chiroptera,Hipposideros_bicolor,587.78,,,0.99
Chiroptera,Hipposideros_breviceps,,,,
Chiroptera,Hipposideros_caffer,581.78,,,0.99
Chiroptera,Hipposideros_calcaratus,,,,
Chiroptera,Hipposideros_camerunensis,,,,
Chiroptera,Hipposideros_cervinus,,,,
Chiroptera,Hipposideros_cineraceus,,,,0.98
Chiroptera,Hipposideros_commersoni,742.46,,,0.99
Chiroptera,Hipposideros_coronatus,,,,
Chiroptera,Hipposideros_corynophyllus,,,,
Chiroptera,Hipposideros_coxi,,,,
Chiroptera,Hipposideros_crumeniferus,,,,
Chiroptera,Hipposideros_curtus,,,,
Chiroptera,Hipposideros_cyclops,,,,1.0
Chiroptera,Hipposideros_demissus,,,,
Chiroptera,Hipposideros_diadema,,,,1.0
Chiroptera,Hipposideros_dinops,,,,
Chiroptera,Hipposideros_doriae,,,,
Chiroptera,Hipposideros_durgadasi,,,,
Chiroptera,Hipposideros_dyacorum,,,,
Chiroptera,Hipposideros_edwardshilli,,,,
Chiroptera,Hipposideros_fuliginosus,,,,
Chiroptera,Hipposideros_fulvus,551.01,,144.0,1.0
Chiroptera,Hipposideros_galeritus,,,,0.99
Chiroptera,Hipposideros_gigas,,,,1.0
Chiroptera,Hipposideros_grandis,,,,
Chiroptera,Hipposideros_halophyllus,,,,
Chiroptera,Hipposideros_hypophyllus,,,,
Chiroptera,Hipposideros_inexpectatus,,,,
Chiroptera,Hipposideros_inornatus,,,,
Chiroptera,Hipposideros_jonesi,,,,
Chiroptera,Hipposideros_lamottei,,,,
Chiroptera,Hipposideros_lankadiva,510.44,,,0.99
Chiroptera,Hipposideros_larvatus,,,,0.98
Chiroptera,Hipposideros_lekaguli,,,,
Chiroptera,Hipposideros_lylei,,,,
Chiroptera,Hipposideros_macrobullatus,,,,
Chiroptera,Hipposideros_madurae,,,,
Chiroptera,Hipposideros_maggietaylorae,,,,
Chiroptera,Hipposideros_marisae,,,,
Chiroptera,Hipposideros_megalotis,,,,
Chiroptera,Hipposideros_muscinus,,,,
Chiroptera,Hipposideros_nequam,,,,
Chiroptera,Hipposideros_obscurus,,,,
Chiroptera,Hipposideros_orbiculus,,,,
Chiroptera,Hipposideros_papua,,,,
Chiroptera,Hipposideros_pelingensis,,,,
Chiroptera,Hipposideros_pomona,,,,
Chiroptera,Hipposideros_pratti,,,,
Chiroptera,Hipposideros_pygmaeus,,,,
Chiroptera,Hipposideros_ridleyi,,,,0.98
Chiroptera,Hipposideros_rotalis,,,,
Chiroptera,Hipposideros_ruber,,,,1.0
Chiroptera,Hipposideros_scutinares,,,,
Chiroptera,Hipposideros_semoni,,,,
Chiroptera,Hipposideros_sorenseni,,,,
Chiroptera,Hipposideros_speoris,271.84,,,0.99
Chiroptera,Hipposideros_stenotis,,,,
Chiroptera,Hipposideros_sumbae,,,,
Chiroptera,Hipposideros_thomensis,,,,
Chiroptera,Hipposideros_turpis,,,,1.0
Chiroptera,Hipposideros_vittatus,,,,
Chiroptera,Hipposideros_wollastoni,,,,
Artiodactyla,Hippotragus_equinus,841.82,317.0,240.0,0.98
Artiodactyla,Hippotragus_leucophaeus,,,,
Artiodactyla,Hippotragus_niger,972.17,365.0,267.0,1.0
Chiroptera,Histiotus_alienus,,,,
Chiroptera,Histiotus_humboldti,,,,
Chiroptera,Histiotus_laephotis,,,,
Chiroptera,Histiotus_macrotus,,,,0.98
Chiroptera,Histiotus_magellanicus,,,,
Chiroptera,Histiotus_montanus,,,,
Chiroptera,Histiotus_velatus,,,,
Carnivora,Histriophoca_fasciata,1262.74,365.0,372.0,1.0
Rodentia,Hodomys_alleni,,,,1.39
Rodentia,Holochilus_brasiliensis,89.63,,,3.88
Rodentia,Holochilus_chacarius,,,,
Rodentia,Holochilus_sciureus,,,,3.12
Primates,Homo_sapiens,5582.93,958.12,1470.0,1.0
Rodentia,Hoplomys_gymnurus,,,,2.1
Carnivora,Hyaena_brunnea,807.23,532.29,204.0,2.3
Carnivora,Hyaena_hyaena,928.08,237.25,288.0,2.44
Rodentia,Hybomys_badius,,,,
Rodentia,Hybomys_basilii,,,,
Rodentia,Hybomys_lunaris,,,,
Rodentia,Hybomys_planifrons,,,,
Rodentia,Hybomys_trivirgatus,,,,2.72
Rodentia,Hybomys_univittatus,71.43,,,2.3
Carnivora,Hydrictis_maculicollis,841.82,365.0,,2.0
Rodentia,Hydrochoerus_hydrochaeris,566.36,,144.0,3.49
Rodentia,Hydrochoerus_isthmius,,,,4.99
Sirenia,Hydrodamalis_gigas,,,,1.0
Rodentia,Hydromys_chrysogaster,124.43,60.83,74.0,3.51
Rodentia,Hydromys_habbema,,,,
Rodentia,Hydromys_hussoni,,,,
Rodentia,Hydromys_neobritannicus,,,,
Rodentia,Hydromys_shawmayeri,,,,
Artiodactyla,Hydropotes_inermis,292.63,,144.0,3.0
Carnivora,Hydrurga_leptonyx,1389.01,365.0,312.0,0.96
Artiodactyla,Hyemoschus_aquaticus,314.64,,168.0,1.22
Didelphimorphia,Hyladelphys_kalinowskii,,,,
Primates,Hylobates_agilis,,,528.0,1.02
Primates,Hylobates_albibarbis,,,,
Primates,Hylobates_klossii,,,,1.01
Primates,Hylobates_lar,3852.57,983.67,480.0,1.01
Carnivora,Herpestes_vitticollis,,,,2.73
Chiroptera,Hesperoptenus_blanfordi,,,,
Rodentia,Heteromys_gaumeri,,,,2.95
Rodentia,Heteromys_nelsoni,,,,
Rodentia,Heteromys_oasicus,,,,
Rodentia,Heteromys_oresterus,,,,3.41
Rodentia,Heteromys_teleus,,,,
Rodentia,Lagostomus_crassus,,,,
Chiroptera,Lampronycteris_brachyotis,,,,0.98
Rodentia,Lariscus_hosei,,,,1.94
Rodentia,Lariscus_insignis,,,,
Rodentia,Lariscus_niobe,,,,
Rodentia,Lariscus_obscurus,,,,
Chiroptera,Lasionycteris_noctivagans,154.68,,144.0,1.77
Chiroptera,Lasiurus_borealis,,,,3.12
Chiroptera,Lasiurus_castaneus,,,,
Chiroptera,Lasiurus_cinereus,,,25.2,1.96
Chiroptera,Lasiurus_degelidus,,,,
Chiroptera,Lasiurus_ebenus,,,,
Chiroptera,Lasiurus_ega,377.37,,,2.14
Chiroptera,Lasiurus_egregius,,,,
Chiroptera,Lasiurus_insularis,,,,
Chiroptera,Lasiurus_intermedius,,,,2.97
Chiroptera,Lasiurus_minor,,,,
Chiroptera,Lasiurus_pfeifferi,,,,
Chiroptera,Lasiurus_salinae,,,,
Chiroptera,Lasiurus_seminolus,,,,2.68
Chiroptera,Lasiurus_varius,,,,
Chiroptera,Lasiurus_xanthinus,,,,
Chiroptera,Latidens_salimalii,,,,
Chiroptera,Lavia_frons,,,,0.99
Rodentia,Leggadina_forresti,91.53,,,
Rodentia,Leggadina_lakedownensis,91.53,,,
Rodentia,Leimacomys_buettneri,,,,
Rodentia,Lemmiscus_curtatus,60.62,,,5.11
Rodentia,Margaretamys_elegans,,,,
Rodentia,Margaretamys_parvus,,,,
Didelphimorphia,Marmosa_andersoni,,,,
Didelphimorphia,Marmosa_lepida,,,,4.99
Didelphimorphia,Marmosa_mexicana,,,84.0,11.6
Didelphimorphia,Marmosa_murina,,,,8.4
Didelphimorphia,Marmosa_quichua,,,,
Didelphimorphia,Marmosa_robinsoni,253.82,134.0,24.0,9.5
Didelphimorphia,Marmosa_rubra,,,,
Didelphimorphia,Marmosa_tyleriana,,,,3.0
Didelphimorphia,Marmosa_xerophila,,,,
Didelphimorphia,Marmosops_bishopi,,,,
Didelphimorphia,Marmosops_cracens,,,,
Didelphimorphia,Marmosops_dorothea,,,,
Didelphimorphia,Marmosops_fuscatus,185.61,,,5.47
Didelphimorphia,Marmosops_handleyi,,,,
Didelphimorphia,Marmosops_impavidus,,,,
Didelphimorphia,Marmosops_incanus,,,,
Didelphimorphia,Marmosops_invictus,,,,
Didelphimorphia,Marmosops_juninensis,,,,
Didelphimorphia,Marmosops_neblina,,,,
Primates,Hylobates_moloch,,730.0,,1.0
Primates,Hylobates_muelleri,,1095.0,,1.02
Primates,Hylobates_pileatus,2454.24,,432.0,1.0
Artiodactyla,Hylochoerus_meinertzhageni,521.59,365.0,216.0,4.0
Erinaceomorpha,Hylomys_megalotis,,,,
Erinaceomorpha,Hylomys_parvus,,,,
Erinaceomorpha,Hylomys_suillus,,,,2.29
Rodentia,Hylomyscus_aeta,,,,4.18
Rodentia,Hylomyscus_alleni,,,,3.0
Rodentia,Hylomyscus_baeri,,,,
Rodentia,Hylomyscus_carillus,,,,
Rodentia,Hylomyscus_denniae,,,,4.61
Rodentia,Hylomyscus_grandis,,,,
Rodentia,Hylomyscus_parvus,,,,
Rodentia,Hylomyscus_stella,43.08,,,3.11
Chiroptera,Hylonycteris_underwoodi,,,,0.99
Rodentia,Hylopetes_alboniger,,,,2.23
Rodentia,Hylopetes_bartelsi,,,,
Rodentia,Hylopetes_lepidus,,517.08,,2.0
Rodentia,Hylopetes_nigripes,,,,
Rodentia,Hylopetes_phayrei,,,,
Rodentia,Hylopetes_platyurus,,,,
Rodentia,Hylopetes_sipora,,,,
Rodentia,Hylopetes_spadiceus,,,,
Rodentia,Hylopetes_winstoni,,,,
Rodentia,Hyomys_dammermani,,,,1.07
Rodentia,Hyomys_goliath,,,,1.0
Rodentia,Hyosciurus_heinrichi,,,,
Rodentia,Hyosciurus_ileile,,,,
Rodentia,Hyperacrius_fertilis,,,,2.5
Rodentia,Hyperacrius_wynnei,,,,2.5
Cetacea,Hyperoodon_ampullatus,3580.06,,444.0,1.0
Cetacea,Hyperoodon_planifrons,,,,
Rodentia,Hypogeomys_antimena,729.99,,,1.26
Chiroptera,Hypsignathus_monstrosus,227.99,,,1.4
Diprotodontia,Hypsiprymnodon_moschatus,413.84,365.0,72.0,2.04
Chiroptera,Hypsugo_alaschanicus,,,,
Chiroptera,Hypsugo_anchietae,,,,
Chiroptera,Hypsugo_anthonyi,,,,
Chiroptera,Hypsugo_arabicus,,,,
Chiroptera,Hypsugo_ariel,,,,
Chiroptera,Hypsugo_bodenheimeri,,,,
Chiroptera,Hypsugo_cadornae,,,,
Chiroptera,Hypsugo_crassulus,,,,
Chiroptera,Hypsugo_eisentrauti,,,,
Chiroptera,Hypsugo_imbricatus,,,,
Chiroptera,Hypsugo_joffrei,,,,
Chiroptera,Hypsugo_kitcheneri,,,,
Chiroptera,Hypsugo_lophurus,,,,
Chiroptera,Hypsugo_macrotis,,,,
Chiroptera,Hypsugo_musciculus,,,,
Chiroptera,Hypsugo_pulveratus,,,,
Chiroptera,Hypsugo_savii,78.66,,,2.0
Chiroptera,Hypsugo_vordermanni,,,,
Rodentia,Hystrix_africaeaustralis,438.45,375.0,240.0,1.51
Rodentia,Hystrix_brachyura,,,327.6,1.41
Rodentia,Hystrix_crassispinis,,,,
Rodentia,Hystrix_cristata,,,,1.73
Rodentia,Hystrix_indica,,109.0,,1.73
Rodentia,Hystrix_javanica,,,,
Rodentia,Hystrix_pumila,,,114.0,
Rodentia,Hystrix_sumatrae,,,,
Chiroptera,Ia_io,,,,
Carnivora,Ichneumia_albicauda,754.74,,144.0,2.35
Rodentia,Ichthyomys_hydrobates,,,,
Rodentia,Ichthyomys_pittieri,,,,
Rodentia,Ichthyomys_stolzmanni,,,,
Rodentia,Ichthyomys_tweedii,,,,1.94
Carnivora,Ictonyx_libyca,,,60.0,2.0
Carnivora,Ictonyx_striatus,447.7,365.0,160.0,2.3
Chiroptera,Idionycteris_phyllotis,,,38.0,0.99
Rodentia,Idiurus_macrotis,,,,0.97
Rodentia,Idiurus_zenkeri,,,,1.0
Cetacea,Indopacetus_pacificus,,,,
Primates,Indri_indri,1605.69,912.5,,1.01
Cetacea,Inia_geoffrensis,,,360.0,1.0
Rodentia,Iomys_horsfieldii,,,,2.64
Rodentia,Iomys_sipora,,,,
Rodentia,Irenomys_tarsalis,,,,3.85
Rodentia,Isolobodon_montanus,,,,
Rodentia,Isolobodon_portoricensis,,,,
Peramelemorphia,Isoodon_auratus,,,,2.6
Peramelemorphia,Isoodon_macrourus,184.92,60.5,36.0,3.13
Peramelemorphia,Isoodon_obesulus,171.1,114.75,45.0,2.33
Rodentia,Isothrix_bistriata,,,,0.97
Rodentia,Isothrix_negrensis,,,,
Rodentia,Isothrix_pagurus,,,,
Rodentia,Isothrix_sinnamariensis,,,,
Chiroptera,Kerivoula_eriophora,,,,
Chiroptera,Kerivoula_flora,,,,1.0
Chiroptera,Kerivoula_hardwickii,,,,1.0
Chiroptera,Kerivoula_intermedia,,,,
Chiroptera,Kerivoula_lanosa,,,,0.98
Chiroptera,Kerivoula_lenis,,,,
Chiroptera,Kerivoula_minuta,,,,
Chiroptera,Kerivoula_muscina,,,,
Chiroptera,Kerivoula_myrella,,,,
Chiroptera,Kerivoula_papillosa,,,,0.98
Chiroptera,Kerivoula_pellucida,,,,
Chiroptera,Kerivoula_phalaena,,,,
Chiroptera,Kerivoula_picta,,,,1.0
Chiroptera,Kerivoula_smithii,,,,0.98
Chiroptera,Kerivoula_whiteheadi,,,,
Rodentia,Kerodon_acrobata,,,,
Rodentia,Kerodon_rupestris,92.97,86.15,132.0,1.52
Artiodactyla,Kobus_ellipsiprymnus,1426.44,365.0,239.04,1.0
Artiodactyla,Kobus_kob,465.57,,263.04,1.0
Artiodactyla,Kobus_leche,925.38,,222.96,1.0
Artiodactyla,Kobus_megaceros,,,224.04,
Artiodactyla,Kobus_vardonii,,365.0,,1.0
Cetacea,Kogia_breviceps,,,204.0,0.97
Cetacea,Kogia_sima,,,,1.0
Rodentia,Komodomys_rintjanus,,,,
Rodentia,Kunsia_fronto,,,,
Rodentia,Kunsia_tomentosus,,,,
Chiroptera,Laephotis_angolensis,,,,
Chiroptera,Laephotis_botswanae,,,,
Chiroptera,Laephotis_namibensis,,,,
Chiroptera,Laephotis_wintoni,,,,
Cetacea,Lagenodelphis_hosei,2598.64,,,1.0
Cetacea,Lagenorhynchus_acutus,2614.5,,324.0,1.22
Cetacea,Lagenorhynchus_albirostris,,,,1.0
Cetacea,Lagenorhynchus_australis,,,,
Cetacea,Lagenorhynchus_cruciger,,,,
Cetacea,Lagenorhynchus_obliquidens,,,300.0,1.0
Cetacea,Lagenorhynchus_obscurus,,,,
Rodentia,Lagidium_peruanum,202.08,,234.0,1.0
Rodentia,Lagidium_viscacia,,,,1.0
Rodentia,Lagidium_wolffsohni,,,,
Diprotodontia,Lagorchestes_asomatus,,,,1.0
Diprotodontia,Lagorchestes_conspicillatus,390.88,152.54,72.0,1.0
Diprotodontia,Lagorchestes_hirsutus,373.77,125.0,96.0,1.0
Diprotodontia,Lagorchestes_leporides,,,,1.0
Pholidota,Manis_gigantea,755.15,365.0,,
Pholidota,Manis_javanica,755.15,365.0,,1.0
Pholidota,Manis_pentadactyla,755.15,365.0,,1.0
Pholidota,Manis_temminckii,755.15,365.0,,1.0
Pholidota,Manis_tetradactyla,755.15,365.0,,1.05
Pholidota,Manis_tricuspis,755.15,273.75,,1.0
Rodentia,Margaretamys_beccarii,,,,
Rodentia,Meriones_meridianus,,,,5.64
Rodentia,Meriones_persicus,,,,5.83
Rodentia,Meriones_rex,,,,
Rodentia,Meriones_sacramenti,,,,5.99
Rodentia,Meriones_shawi,92.22,31.25,,5.84
Rodentia,Meriones_tamariscinus,,27.0,,4.04
Rodentia,Meriones_tristrami,,,,5.8
Rodentia,Meriones_unguiculatus,56.5,46.0,24.0,5.01
Rodentia,Meriones_vinogradovi,,,40.0,7.48
Rodentia,Meriones_zarudnyi,,,,
Erinaceomorpha,Mesechinus_dauuricus,,,,
