order,species,maturity_age_d
Rodentia,Geomys_knoxjonesi,NA
Rodentia,Geomys_personatus,NA
Rodentia,Geomys_pinetis,182.78
Rodentia,Geomys_texensis,NA
Rodentia,Geomys_tropicalis,157.32
Rodentia,Georychus_capensis,NA
Rodentia,Geoxus_valdivianus,NA
Rodentia,Gerbilliscus_afra,69.13
Rodentia,Gerbilliscus_boehmi,NA
Rodentia,Gerbilliscus_brantsii,105.22
Rodentia,Gerbilliscus_guineae,NA
Rodentia,Gerbilliscus_inclusus,NA
Rodentia,Gerbilliscus_kempi,NA
Rodentia,Gerbilliscus_leucogaster,NA
Rodentia,Gerbilliscus_nigricaudus,NA
Rodentia,Gerbilliscus_phillipsi,NA
Rodentia,Gerbilliscus_robustus,NA
Rodentia,Gerbilliscus_validus,92.55
Rodentia,Gerbillurus_paeba,72.41
Rodentia,Gerbillurus_setzeri,NA
Rodentia,Gerbillurus_tytonis,NA
Rodentia,Gerbillurus_vallinus,NA
Rodentia,Gerbillus_acticola,NA
Rodentia,Gerbillus_agag,NA
Rodentia,Gerbillus_amoenus,NA
Rodentia,Gerbillus_andersoni,NA
Rodentia,Gerbillus_aquilus,NA
Rodentia,Gerbillus_brockmani,NA
Rodentia,Gerbillus_burtoni,NA
Rodentia,Gerbillus_cheesmani,NA
Rodentia,Gerbillus_dongolanus,NA
Rodentia,Gerbillus_dunni,NA
Rodentia,Gerbillus_famulus,NA
Rodentia,Gerbillus_floweri,NA
Rodentia,Gerbillus_garamantis,NA
Cetacea,Eschrichtius_robustus,3189.25
Cetacea,Eubalaena_australis,NA
Cetacea,Eubalaena_glacialis,3781.99
Cetacea,Eubalaena_japonica,NA
Rodentia,Euchoreutes_naso,NA
Chiroptera,Euderma_maculatum,NA
Chiroptera,Eudiscopus_denticulus,NA
Artiodactyla,Eudorcas_rufifrons,NA
Chiroptera,Eumops_auripendulus,NA
Chiroptera,Eumops_bonariensis,NA
Chiroptera,Eumops_dabbenei,NA
Chiroptera,Eumops_glaucinus,NA
Chiroptera,Eumops_hansae,NA
Chiroptera,Eumops_maurus,NA
Rodentia,Exilisciurus_exilis,NA
Rodentia,Exilisciurus_whiteheadi,NA
Chiroptera,Falsistrellus_affinis,NA
Chiroptera,Falsistrellus_mackenziei,NA
Chiroptera,Falsistrellus_mordax,NA
Chiroptera,Falsistrellus_petersi,NA
Chiroptera,Falsistrellus_tasmaniensis,NA
Carnivora,Felis_bieti,NA
Carnivora,Felis_catus,296.98
Carnivora,Felis_chaus,383.18
Carnivora,Felis_manul,NA
Carnivora,Felis_margarita,NA
Carnivora,Felis_nigripes,284.58
Rodentia,Graphiurus_ocularis,NA
Rodentia,Graphiurus_platyops,NA
Rodentia,Graphiurus_rupicola,NA
Rodentia,Graphiurus_surdus,NA
Carnivora,Gulo_gulo,756.6
Diprotodontia,Gymnobelideus_leadbeateri,481.03
Rodentia,Gymnuromys_roberti,NA
Rodentia,Habromys_chinanteco,NA
Rodentia,Habromys_delicatulus,NA
Rodentia,Habromys_ixtlani,NA
Rodentia,Habromys_lepturus,NA
Rodentia,Habromys_lophurus,NA
Rodentia,Habromys_simulatus,NA
Rodentia,Hadromys_humei,NA
Rodentia,Hadromys_yunnanensis,NA
Rodentia,Haeromys_margarettae,NA
Rodentia,Haeromys_minahassae,NA
Rodentia,Haeromys_pusillus,NA
Carnivora,Halichoerus_grypus,1770.72
Rodentia,Handleyomys_fuscatus,NA
Rodentia,Handleyomys_intectus,NA
Primates,Hapalemur_alaotrensis,NA
Primates,Hapalemur_aureus,NA
Primates,Hapalemur_griseus,1003.17
Primates,Hapalemur_occidentalis,NA
Rodentia,Hapalomys_delacouri,NA
Rodentia,Hapalomys_longicaudatus,NA
Chiroptera,Haplonycteris_fischeri,192.91
Chiroptera,Harpiocephalus_harpia,NA
Chiroptera,Harpiocephalus_mordax,NA
Chiroptera,Harpyionycteris_celebensis,NA
Chiroptera,Harpyionycteris_whiteheadi,NA
Rodentia,Heimyscus_fumosus,NA
Carnivora,Helarctos_malayanus,NA
Rodentia,Heliophobius_argenteocinereus,NA
Carnivora,Herpestes_fuscus,NA
Carnivora,Herpestes_ichneumon,729.99
Carnivora,Herpestes_javanicus,166.84
Carnivora,Herpestes_naso,NA
Carnivora,Herpestes_semitorquatus,NA
Carnivora,Herpestes_smithii,NA
Carnivora,Herpestes_urva,NA
Carnivora,Felis_silvestris,350.76
Rodentia,Felovia_vae,NA
Cetacea,Feresa_attenuata,NA
Soricomorpha,Feroculus_feroculus,NA
Carnivora,Fossa_fossana,533.97
Rodentia,Funambulus_layardi,NA
Rodentia,Funambulus_palmarum,NA
Rodentia,Funambulus_pennantii,250.22
Rodentia,Funambulus_sublineatus,NA
Rodentia,Funambulus_tristriatus,NA
Rodentia,Funisciurus_anerythrus,NA
Rodentia,Funisciurus_bayonii,NA
Rodentia,Funisciurus_carruthersi,NA
Rodentia,Funisciurus_congicus,NA
Rodentia,Funisciurus_isabella,NA
Rodentia,Funisciurus_lemniscatus,NA
Rodentia,Funisciurus_leucogenys,NA
Rodentia,Funisciurus_pyrropus,NA
Rodentia,Funisciurus_substriatus,NA
Chiroptera,Furipterus_horrens,NA
Primates,Galago_alleni,283.18
Primates,Galago_cameronensis,NA
Primates,Galago_demidoff,345.24
Primates,Galago_gabonensis,NA
Primates,Galago_gallarum,NA
Primates,Galago_granti,NA
Primates,Galago_matschiei,NA
Primates,Galago_moholi,420.91
Primates,Galago_nyasae,NA
Primates,Galago_orinus,NA
Primates,Galago_rondoensis,NA
Primates,Galago_senegalensis,330.37
Rodentia,Gerbillus_henleyi,NA
Rodentia,Gerbillus_hesperinus,NA
Rodentia,Gerbillus_hoogstraali,NA
Rodentia,Gerbillus_latastei,NA
Rodentia,Gerbillus_mauritaniae,NA
Rodentia,Gerbillus_mesopotamiae,NA
Rodentia,Gerbillus_muriculus,NA
Rodentia,Gerbillus_nancillus,NA
Rodentia,Gerbillus_nanus,NA
Rodentia,Gerbillus_nigeriae,NA
Rodentia,Gerbillus_occiduus,NA
Rodentia,Gerbillus_perpallidus,NA
Rodentia,Gerbillus_poecilops,NA
Rodentia,Gerbillus_principulus,NA
Rodentia,Gerbillus_pulvinatus,NA
Rodentia,Gerbillus_pusillus,NA
Rodentia,Gerbillus_pyramidum,78.15
Rodentia,Gerbillus_rosalinda,NA
Rodentia,Gerbillus_syrticus,NA
Rodentia,Gerbillus_tarabuli,NA
Rodentia,Gerbillus_vivax,NA
Rodentia,Gerbillus_watersi,NA
Artiodactyla,Giraffa_camelopardalis,1633.59
Rodentia,Glaucomys_sabrinus,335.63
Rodentia,Glaucomys_volans,335.63
Chiroptera,Glauconycteris_alboguttata,NA
Chiroptera,Glauconycteris_argentata,NA
Chiroptera,Glauconycteris_beatrix,NA
Chiroptera,Glauconycteris_curryae,NA
Chiroptera,Glauconycteris_egeria,NA
Chiroptera,Glauconycteris_gleni,NA
Chiroptera,Glauconycteris_humeralis,NA
Chiroptera,Glauconycteris_kenyacola,NA
Chiroptera,Glauconycteris_machadoi,NA
Chiroptera,Glauconycteris_poensis,NA
Chiroptera,Glauconycteris_superba,NA
Chiroptera,Glauconycteris_variegata,NA
Didelphimorphia,Glironia_venusta,NA
Rodentia,Glirulus_japonicus,145.02
Rodentia,Glis_glis,339.31
Chiroptera,Glischropus_javanus,NA
Chiroptera,Glischropus_tylopus,NA
Cetacea,Globicephala_macrorhynchus,3788.23
Cetacea,Globicephala_melas,3458.66
Chiroptera,Glossophaga_commissarisi,NA
Chiroptera,Glossophaga_leachii,NA
Chiroptera,Glossophaga_longirostris,NA
Chiroptera,Glossophaga_morenoi,NA
Chiroptera,Glossophaga_soricina,NA
Chiroptera,Glyphonycteris_behnii,NA
Chiroptera,Glyphonycteris_daviesi,NA
Chiroptera,Glyphonycteris_sylvestris,NA
Rodentia,Glyphotes_simus,NA
Rodentia,Golunda_ellioti,NA
Primates,Gorilla_beringei,NA
Primates,Gorilla_gorilla,3353.12
Didelphimorphia,Gracilinanus_aceramarcae,NA
Didelphimorphia,Gracilinanus_agilis,NA
Didelphimorphia,Gracilinanus_agricolai,NA
Didelphimorphia,Gracilinanus_dryas,NA
Didelphimorphia,Gracilinanus_emiliae,NA
Didelphimorphia,Gracilinanus_formosus,NA
Didelphimorphia,Gracilinanus_ignitus,NA
Didelphimorphia,Gracilinanus_marica,NA
Rodentia,Grammomys_gigas,NA
Rodentia,Grammomys_ibeanus,NA
Rodentia,Grammomys_kuru,NA
Rodentia,Grammomys_macmillani,NA
Rodentia,Grammomys_minnae,NA
Rodentia,Grammomys_poensis,120
Cetacea,Grampus_griseus,NA
Rodentia,Graomys_centralis,NA
Rodentia,Graomys_domorum,NA
Rodentia,Graomys_edithae,NA
Rodentia,Graomys_griseoflavus,NA
Rodentia,Graphiurus_angolensis,NA
Rodentia,Graphiurus_christyi,NA
Rodentia,Graphiurus_crassicaudatus,NA
Rodentia,Graphiurus_johnstoni,NA
Rodentia,Graphiurus_kelleni,NA
Rodentia,Graphiurus_lorraineus,NA
Rodentia,Graphiurus_microtis,NA
Rodentia,Graphiurus_monardi,NA
Rodentia,Graphiurus_murinus,NA
Rodentia,Graphiurus_nagtglasii,NA
Didelphimorphia,Gracilinanus_microtarsus,NA
Rodentia,Grammomys_aridulus,NA
Rodentia,Grammomys_buntingi,NA
Rodentia,Grammomys_caniceps,NA
Rodentia,Grammomys_cometes,NA
Rodentia,Grammomys_dolichurus,83.05
Rodentia,Isthmomys_flavidus,NA
Rodentia,Isthmomys_pirrensis,NA
Rodentia,Jaculus_blanfordi,NA
Rodentia,Jaculus_jaculus,240.52
Rodentia,Jaculus_orientalis,NA
Rodentia,Juliomys_pictipes,NA
Rodentia,Juliomys_rimofrons,NA
Rodentia,Juscelinomys_candango,NA
Rodentia,Juscelinomys_guaporensis,NA
Rodentia,Juscelinomys_huanchacae,NA
Rodentia,Kadarsanomys_sodyi,NA
Rodentia,Kannabateomys_amblyonyx,NA
Chiroptera,Kerivoula_africana,NA
Chiroptera,Kerivoula_agnella,NA
Chiroptera,Kerivoula_argentata,NA
Chiroptera,Kerivoula_cuprosa,NA
Rodentia,Grammomys_dryas,NA
Rodentia,Heliosciurus_gambianus,NA
Rodentia,Heliosciurus_mutabilis,NA
Rodentia,Heliosciurus_punctatus,NA
Rodentia,Heliosciurus_rufobrachium,NA
Rodentia,Heliosciurus_ruwenzorii,NA
Rodentia,Heliosciurus_undulatus,NA
Carnivora,Helogale_hirtula,NA
Carnivora,Helogale_parvula,423.04
Diprotodontia,Hemibelideus_lemuroides,NA
Afrosoricida,Hemicentetes_nigriceps,61.87
Afrosoricida,Hemicentetes_semispinosus,48.57
Erinaceomorpha,Hemiechinus_auritus,NA
Erinaceomorpha,Hemiechinus_collaris,NA
Carnivora,Hemigalus_derbyanus,NA
Artiodactyla,Hemitragus_hylocrius,NA
Artiodactyla,Hemitragus_jayakari,NA
Artiodactyla,Hemitragus_jemlahicus,1532.89
Carnivora,Herpestes_brachyurus,NA
Carnivora,Herpestes_edwardsi,311.36
Rodentia,Heteropsomys_antillensis,NA
Rodentia,Heteropsomys_insulans,NA
Artiodactyla,Hexaprotodon_liberiensis,1510.3
Rodentia,Hexolobodon_phenax,NA
Artiodactyla,Hippocamelus_antisensis,NA
Artiodactyla,Hippocamelus_bisulcus,NA
Artiodactyla,Hippopotamus_amphibius,2030
Chiroptera,Hipposideros_abae,NA
Chiroptera,Hipposideros_armiger,NA
Chiroptera,Hipposideros_ater,326.81
Chiroptera,Hipposideros_beatus,NA
Chiroptera,Hipposideros_bicolor,587.78
Chiroptera,Hipposideros_breviceps,NA
Chiroptera,Hipposideros_caffer,581.78
Chiroptera,Hipposideros_calcaratus,NA
Chiroptera,Hipposideros_camerunensis,NA
Chiroptera,Hipposideros_cervinus,NA
Chiroptera,Hipposideros_cineraceus,NA
Chiroptera,Hipposideros_commersoni,742.46
Chiroptera,Hipposideros_coronatus,NA
Chiroptera,Hipposideros_corynophyllus,NA
Chiroptera,Hipposideros_coxi,NA
Chiroptera,Hipposideros_crumeniferus,NA
Chiroptera,Hipposideros_curtus,NA
Chiroptera,Hipposideros_cyclops,NA
Chiroptera,Hipposideros_demissus,NA
Chiroptera,Hipposideros_diadema,NA
Chiroptera,Hipposideros_dinops,NA
Chiroptera,Hipposideros_doriae,NA
Chiroptera,Hipposideros_durgadasi,NA
Chiroptera,Hipposideros_dyacorum,NA
Chiroptera,Hipposideros_edwardshilli,NA
Chiroptera,Hipposideros_fuliginosus,NA
Chiroptera,Hipposideros_fulvus,551.01
Chiroptera,Hipposideros_galeritus,NA
Chiroptera,Hipposideros_gigas,NA
Chiroptera,Hipposideros_grandis,NA
Chiroptera,Hipposideros_halophyllus,NA
Chiroptera,Hipposideros_hypophyllus,NA
Chiroptera,Hipposideros_inexpectatus,NA
Chiroptera,Hipposideros_inornatus,NA
Chiroptera,Hipposideros_jonesi,NA
Chiroptera,Hipposideros_lamottei,NA
Chiroptera,Hipposideros_lankadiva,510.44
Chiroptera,Hipposideros_larvatus,NA
Chiroptera,Hipposideros_lekaguli,NA
Chiroptera,Hipposideros_lylei,NA
Chiroptera,Hipposideros_macrobullatus,NA
Chiroptera,Hipposideros_madurae,NA
Chiroptera,Hipposideros_maggietaylorae,NA
Chiroptera,Hipposideros_marisae,NA
Chiroptera,Hipposideros_megalotis,NA
Chiroptera,Hipposideros_muscinus,NA
Chiroptera,Hipposideros_nequam,NA
Chiroptera,Hipposideros_obscurus,NA
Chiroptera,Hipposideros_orbiculus,NA
Chiroptera,Hipposideros_papua,NA
Chiroptera,Hipposideros_pelingensis,NA
Chiroptera,Hipposideros_pomona,NA
Chiroptera,Hipposideros_pratti,NA
Chiroptera,Hipposideros_pygmaeus,NA
Chiroptera,Hipposideros_ridleyi,NA
Chiroptera,Hipposideros_rotalis,NA
Chiroptera,Hipposideros_ruber,NA
Chiroptera,Hipposideros_scutinares,NA
Chiroptera,Hipposideros_semoni,NA
Chiroptera,Hipposideros_sorenseni,NA
Chiroptera,Hipposideros_speoris,271.84
Chiroptera,Hipposideros_stenotis,NA
Chiroptera,Hipposideros_sumbae,NA
Chiroptera,Hipposideros_thomensis,NA
Chiroptera,Hipposideros_turpis,NA
Chiroptera,Hipposideros_vittatus,NA
Chiroptera,Hipposideros_wollastoni,NA
Artiodactyla,Hippotragus_equinus,841.82
Artiodactyla,Hippotragus_leucophaeus,NA
Artiodactyla,Hippotragus_niger,972.17
Chiroptera,Histiotus_alienus,NA
Chiroptera,Histiotus_humboldti,NA
Chiroptera,Histiotus_laephotis,NA
Chiroptera,Histiotus_macrotus,NA
Chiroptera,Histiotus_magellanicus,NA
Chiroptera,Histiotus_montanus,NA
Chiroptera,Histiotus_velatus,NA
Carnivora,Histriophoca_fasciata,1262.74
Rodentia,Hodomys_alleni,NA
Rodentia,Holochilus_brasiliensis,89.63
Rodentia,Holochilus_chacarius,NA
Rodentia,Holochilus_sciureus,NA
Primates,Homo_sapiens,5582.93
Rodentia,Hoplomys_gymnurus,NA
Carnivora,Hyaena_brunnea,807.23
Carnivora,Hyaena_hyaena,928.08
Rodentia,Hybomys_badius,NA
Rodentia,Hybomys_basilii,NA
Rodentia,Hybomys_lunaris,NA
Rodentia,Hybomys_planifrons,NA
Rodentia,Hybomys_trivirgatus,NA
Rodentia,Hybomys_univittatus,71.43
Carnivora,Hydrictis_maculicollis,841.82
Rodentia,Hydrochoerus_hydrochaeris,566.36
Rodentia,Hydrochoerus_isthmius,NA
Sirenia,Hydrodamalis_gigas,NA
Rodentia,Hydromys_chrysogaster,124.43
Rodentia,Hydromys_habbema,NA
Rodentia,Hydromys_hussoni,NA
Rodentia,Hydromys_neobritannicus,NA
Rodentia,Hydromys_shawmayeri,NA
Artiodactyla,Hydropotes_inermis,292.63
Carnivora,Hydrurga_leptonyx,1389.01
Artiodactyla,Hyemoschus_aquaticus,314.64
Didelphimorphia,Hyladelphys_kalinowskii,NA
Primates,Hylobates_agilis,NA
Primates,Hylobates_albibarbis,NA
Primates,Hylobates_klossii,NA
Primates,Hylobates_lar,3852.57
Carnivora,Herpestes_vitticollis,NA
Chiroptera,Hesperoptenus_blanfordi,NA
Rodentia,Heteromys_gaumeri,NA
Rodentia,Heteromys_nelsoni,NA
Rodentia,Heteromys_oasicus,NA
Rodentia,Heteromys_oresterus,NA
Rodentia,Heteromys_teleus,NA
Rodentia,Lagostomus_crassus,NA
Chiroptera,Lampronycteris_brachyotis,NA
Rodentia,Lariscus_hosei,NA
Rodentia,Lariscus_insignis,NA
Rodentia,Lariscus_niobe,NA
Rodentia,Lariscus_obscurus,NA
Chiroptera,Lasionycteris_noctivagans,154.68
Chiroptera,Lasiurus_borealis,NA
Chiroptera,Lasiurus_castaneus,NA
Chiroptera,Lasiurus_cinereus,NA
Chiroptera,Lasiurus_degelidus,NA
Chiroptera,Lasiurus_ebenus,NA
Chiroptera,Lasiurus_ega,377.37
Chiroptera,Lasiurus_egregius,NA
Chiroptera,Lasiurus_insularis,NA
Chiroptera,Lasiurus_intermedius,NA
Chiroptera,Lasiurus_minor,NA
Chiroptera,Lasiurus_pfeifferi,NA
Chiroptera,Lasiurus_salinae,NA
Chiroptera,Lasiurus_seminolus,NA
Chiroptera,Lasiurus_varius,NA
Chiroptera,Lasiurus_xanthinus,NA
Chiroptera,Latidens_salimalii,NA
Chiroptera,Lavia_frons,NA
Rodentia,Leggadina_forresti,91.53
Rodentia,Leggadina_lakedownensis,91.53
Rodentia,Leimacomys_buettneri,NA
Rodentia,Lemmiscus_curtatus,60.62
Rodentia,Margaretamys_elegans,NA
Rodentia,Margaretamys_parvus,NA
Didelphimorphia,Marmosa_andersoni,NA
Didelphimorphia,Marmosa_lepida,NA
Didelphimorphia,Marmosa_mexicana,NA
Didelphimorphia,Marmosa_murina,NA
Didelphimorphia,Marmosa_quichua,NA
Didelphimorphia,Marmosa_robinsoni,253.82
Didelphimorphia,Marmosa_rubra,NA
Didelphimorphia,Marmosa_tyleriana,NA
Didelphimorphia,Marmosa_xerophila,NA
Didelphimorphia,Marmosops_bishopi,NA
Didelphimorphia,Marmosops_cracens,NA
Didelphimorphia,Marmosops_dorothea,NA
Didelphimorphia,Marmosops_fuscatus,185.61
Didelphimorphia,Marmosops_handleyi,NA
Didelphimorphia,Marmosops_impavidus,NA
Didelphimorphia,Marmosops_incanus,NA
Didelphimorphia,Marmosops_invictus,NA
Didelphimorphia,Marmosops_juninensis,NA
Didelphimorphia,Marmosops_neblina,NA
Primates,Hylobates_moloch,NA
Primates,Hylobates_muelleri,NA
Primates,Hylobates_pileatus,2454.24
Artiodactyla,Hylochoerus_meinertzhageni,521.59
Erinaceomorpha,Hylomys_megalotis,NA
Erinaceomorpha,Hylomys_parvus,NA
Erinaceomorpha,Hylomys_suillus,NA
Rodentia,Hylomyscus_aeta,NA
Rodentia,Hylomyscus_alleni,NA
Rodentia,Hylomyscus_baeri,NA
Rodentia,Hylomyscus_carillus,NA
Rodentia,Hylomyscus_denniae,NA
Rodentia,Hylomyscus_grandis,NA
Rodentia,Hylomyscus_parvus,NA
Rodentia,Hylomyscus_stella,43.08
Chiroptera,Hylonycteris_underwoodi,NA
Rodentia,Hylopetes_alboniger,NA
Rodentia,Hylopetes_bartelsi,NA
Rodentia,Hylopetes_lepidus,NA
Rodentia,Hylopetes_nigripes,NA
Rodentia,Hylopetes_phayrei,NA
Rodentia,Hylopetes_platyurus,NA
Rodentia,Hylopetes_sipora,NA
Rodentia,Hylopetes_spadiceus,NA
Rodentia,Hylopetes_winstoni,NA
Rodentia,Hyomys_dammermani,NA
Rodentia,Hyomys_goliath,NA
Rodentia,Hyosciurus_heinrichi,NA
Rodentia,Hyosciurus_ileile,NA
Rodentia,Hyperacrius_fertilis,NA
Rodentia,Hyperacrius_wynnei,NA
Cetacea,Hyperoodon_ampullatus,3580.06
Cetacea,Hyperoodon_planifrons,NA
Rodentia,Hypogeomys_antimena,729.99
Chiroptera,Hypsignathus_monstrosus,227.99
Diprotodontia,Hypsiprymnodon_moschatus,413.84
Chiroptera,Hypsugo_alaschanicus,NA
Chiroptera,Hypsugo_anchietae,NA
Chiroptera,Hypsugo_anthonyi,NA
Chiroptera,Hypsugo_arabicus,NA
Chiroptera,Hypsugo_ariel,NA
Chiroptera,Hypsugo_bodenheimeri,NA
Chiroptera,Hypsugo_cadornae,NA
Chiroptera,Hypsugo_crassulus,NA
Chiroptera,Hypsugo_eisentrauti,NA
Chiroptera,Hypsugo_imbricatus,NA
Chiroptera,Hypsugo_joffrei,NA
Chiroptera,Hypsugo_kitcheneri,NA
Chiroptera,Hypsugo_lophurus,NA
Chiroptera,Hypsugo_macrotis,NA
Chiroptera,Hypsugo_musciculus,NA
Chiroptera,Hypsugo_pulveratus,NA
Chiroptera,Hypsugo_savii,78.66
Chiroptera,Hypsugo_vordermanni,NA
Rodentia,Hystrix_africaeaustralis,438.45
Rodentia,Hystrix_brachyura,NA
Rodentia,Hystrix_crassispinis,NA
Rodentia,Hystrix_cristata,NA
Rodentia,Hystrix_indica,NA
Rodentia,Hystrix_javanica,NA
Rodentia,Hystrix_pumila,NA
Rodentia,Hystrix_sumatrae,NA
Chiroptera,Ia_io,NA
Carnivora,Ichneumia_albicauda,754.74
Rodentia,Ichthyomys_hydrobates,NA
Rodentia,Ichthyomys_pittieri,NA
Rodentia,Ichthyomys_stolzmanni,NA
Rodentia,Ichthyomys_tweedii,NA
Carnivora,Ictonyx_libyca,NA
Carnivora,Ictonyx_striatus,447.7
Chiroptera,Idionycteris_phyllotis,NA
Rodentia,Idiurus_macrotis,NA
Rodentia,Idiurus_zenkeri,NA
Cetacea,Indopacetus_pacificus,NA
Primates,Indri_indri,1605.69
Cetacea,Inia_geoffrensis,NA
Rodentia,Iomys_horsfieldii,NA
Rodentia,Iomys_sipora,NA
Rodentia,Irenomys_tarsalis,NA
Rodentia,Isolobodon_montanus,NA
Rodentia,Isolobodon_portoricensis,NA
Peramelemorphia,Isoodon_auratus,NA
Peramelemorphia,Isoodon_macrourus,184.92
Peramelemorphia,Isoodon_obesulus,171.1
Rodentia,Isothrix_bistriata,NA
Rodentia,Isothrix_negrensis,NA
Rodentia,Isothrix_pagurus,NA
Rodentia,Isothrix_sinnamariensis,NA
Chiroptera,Kerivoula_eriophora,NA
Chiroptera,Kerivoula_flora,NA
Chiroptera,Kerivoula_hardwickii,NA
Chiroptera,Kerivoula_intermedia,NA
Chiroptera,Kerivoula_lanosa,NA
Chiroptera,Kerivoula_lenis,NA
Chiroptera,Kerivoula_minuta,NA
Chiroptera,Kerivoula_muscina,NA
Chiroptera,Kerivoula_myrella,NA
Chiroptera,Kerivoula_papillosa,NA
Chiroptera,Kerivoula_pellucida,NA
Chiroptera,Kerivoula_phalaena,NA
Chiroptera,Kerivoula_picta,NA
Chiroptera,Kerivoula_smithii,NA
Chiroptera,Kerivoula_whiteheadi,NA
Rodentia,Kerodon_acrobata,NA
Rodentia,Kerodon_rupestris,92.97
Artiodactyla,Kobus_ellipsiprymnus,1426.44
Artiodactyla,Kobus_kob,465.57
Artiodactyla,Kobus_leche,925.38
Artiodactyla,Kobus_megaceros,NA
Artiodactyla,Kobus_vardonii,NA
Cetacea,Kogia_breviceps,NA
Cetacea,Kogia_sima,NA
Rodentia,Komodomys_rintjanus,NA
Rodentia,Kunsia_fronto,NA
Rodentia,Kunsia_tomentosus,NA
Chiroptera,Laephotis_angolensis,NA
Chiroptera,Laephotis_botswanae,NA
Chiroptera,Laephotis_namibensis,NA
Chiroptera,Laephotis_wintoni,NA
Cetacea,Lagenodelphis_hosei,2598.64
Cetacea,Lagenorhynchus_acutus,2614.5
Cetacea,Lagenorhynchus_albirostris,NA
Cetacea,Lagenorhynchus_australis,NA
Cetacea,Lagenorhynchus_cruciger,NA
Cetacea,Lagenorhynchus_obliquidens,NA
Cetacea,Lagenorhynchus_obscurus,NA
Rodentia,Lagidium_peruanum,202.08
Rodentia,Lagidium_viscacia,NA
Rodentia,Lagidium_wolffsohni,NA
Diprotodontia,Lagorchestes_asomatus,NA
Diprotodontia,Lagorchestes_conspicillatus,390.88
Diprotodontia,Lagorchestes_hirsutus,373.77
Diprotodontia,Lagorchestes_leporides,NA
Pholidota,Manis_gigantea,755.15
Pholidota,Manis_javanica,755.15
Pholidota,Manis_pentadactyla,755.15
Pholidota,Manis_temminckii,755.15
Pholidota,Manis_tetradactyla,755.15
Pholidota,Manis_tricuspis,755.15
Rodentia,Margaretamys_beccarii,NA
Rodentia,Meriones_meridianus,NA
Rodentia,Meriones_persicus,NA
Rodentia,Meriones_rex,NA
Rodentia,Meriones_sacramenti,NA
Rodentia,Meriones_shawi,92.22
Rodentia,Meriones_tamariscinus,NA
Rodentia,Meriones_tristrami,NA
Rodentia,Meriones_unguiculatus,56.5
Rodentia,Meriones_vinogradovi,NA
Rodentia,Meriones_zarudnyi,NA
Erinaceomorpha,Mesechinus_dauuricus,NA
Erinaceomorpha,Mesechinus_hughi,NA
Rodentia,Mesembriomys_gouldii,51.02
Rodentia,Mesembriomys_macrurus,NA
Chiroptera,Megaerops_kusnotoi,NA
Chiroptera,Megaerops_niphanae,NA
Chiroptera,Megaerops_wetmorei,NA
Chiroptera,Megaloglossus_woermanni,NA
Chiroptera,Molossus_pretiosus,NA
Chiroptera,Molossus_rufus,NA
Chiroptera,Molossus_sinaloae,NA
Carnivora,Monachus_monachus,1567.84
Carnivora,Monachus_schauinslandi,1687.65
Carnivora,Monachus_tropicalis,NA
Didelphimorphia,Monodelphis_adusta,NA
Didelphimorphia,Monodelphis_americana,NA
Didelphimorphia,Monodelphis_brevicaudata,187.19
Didelphimorphia,Monodelphis_dimidiata,NA
Didelphimorphia,Monodelphis_domestica,162.11
Didelphimorphia,Monodelphis_emiliae,NA
Didelphimorphia,Monodelphis_glirina,NA
Didelphimorphia,Monodelphis_iheringi,NA
Didelphimorphia,Monodelphis_kunsi,NA
Didelphimorphia,Monodelphis_maraxina,NA
Didelphimorphia,Monodelphis_osgoodi,NA
Didelphimorphia,Monodelphis_palliolata,NA
Rodentia,Megalomys_desmarestii,NA
Rodentia,Megalomys_luciae,NA
Rodentia,Megaoryzomys_curioi,NA
Cetacea,Megaptera_novaeangliae,1310.35
Soricomorpha,Megasorex_gigas,NA
Rodentia,Melanomys_caliginosus,NA
Rodentia,Melanomys_robustulus,NA
Rodentia,Melanomys_zunigae,NA
Rodentia,Melasmothrix_naso,NA
Carnivora,Meles_anakuma,NA
Carnivora,Meles_leucurus,NA
Carnivora,Meles_meles,420.91
Carnivora,Mellivora_capensis,NA
Primates,Miopithecus_talapoin,1733.36
Carnivora,Mirounga_angustirostris,1522.5
Carnivora,Mirounga_leonina,1607.08
Primates,Mirza_coquereli,343.74
Soricomorpha,Mogera_imaizumii,NA
Soricomorpha,Mogera_insularis,NA
Soricomorpha,Mogera_tokudae,NA
Soricomorpha,Mogera_uchidai,NA
Soricomorpha,Mogera_wogura,NA
Chiroptera,Molossops_aequatorianus,NA
Chiroptera,Molossops_mattogrossensis,NA
Chiroptera,Molossops_neglectus,NA
Chiroptera,Molossops_temminckii,NA
Chiroptera,Molossus_aztecus,NA
Chiroptera,Molossus_barnesi,NA
Chiroptera,Molossus_coibensis,NA
Chiroptera,Molossus_currentium,NA
Chiroptera,Molossus_molossus,103.46
Didelphimorphia,Monodelphis_rubida,NA
Didelphimorphia,Monodelphis_scalops,NA
Didelphimorphia,Monodelphis_sorex,NA
Didelphimorphia,Monodelphis_theresa,NA
Didelphimorphia,Monodelphis_umbristriata,NA
Didelphimorphia,Monodelphis_unistriata,NA
Cetacea,Monodon_monoceros,2580.24
Chiroptera,Monophyllus_plethodon,NA
Chiroptera,Monophyllus_redmani,NA
